mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.5850408003680642,0.012602939482510147,0.4715148196850702,6.206335383118183e-17,0.17575938474635283,0.08456383159879136,0.23061996819569175,0.10493565315205228,0.005545179387484187,0.06571862153181558,0.036951879205364066,0.07685232228076816,3.005280876159668,0.5849200277002478,-49648.30078125,8877.179777383139
