mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.6755259868155731,0.02030386315106942,0.5431133217692162,0.0,0.17997660030176243,0.38586852477974243,0.19330021064616715,0.3209722354604667,0.08581353412152581,0.06467795473273423,0.1341910451160318,0.07069355311624059,4.078789949417114,0.11159325976039325,-3687.73388671875,502.1897412007081
