mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.49962735314513773,0.0,0.49962735314513773,0.0,-0.0031691627676288304,0.08368849537175316,0.05598096013012044,0.08628233954554416,0.019205357294273473,0.010776451101782505,0.08669941935483524,0.022736463485256656,1.0594138622283935,0.23996798248261367,-inf,
