mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.2887880282073465,0.010021492948337863,0.17486165744189056,0.0,0.060876295202722155,0.11496091812371349,0.12023625911848443,0.13213414431286388,0.0475877682220172,0.013206360952350633,0.0957438696496601,0.024837889536436054,1.1786180496215821,0.11932433807867633,-456.2879333496094,33.88826585849288
