mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.34303543525865476,0.010387019415733278,0.2259708847732497,0.0,0.05766785003989936,0.10248376311051553,0.12899244153284772,0.12169213060215592,0.070191263509217,0.06568442891233207,0.1426234687409847,0.07275621985541733,3.3519123554229737,0.03423422689586099,-3783.32421875,436.0699530068534
