mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.6491668663771101,0.009235958742909549,0.5874749325790188,0.0,0.01933767496297757,0.07844090862753936,0.0900552769612483,0.09815172269740201,0.031325869754537175,0.033397148092897684,0.08048164259956558,0.04720909947894856,0.6032223999500275,0.21959587699650068,-5.389124011993408,0.1631586828516802
