mc_value_mean,mc_value_std,ope_on_policy_mean,ope_on_policy_std,ope_dm_mean,ope_dm_std,ope_dr_mean,ope_dr_std,ope_tis_mean,ope_tis_std,ope_pdis_mean,ope_pdis_std,log25_iw_max_mean,log25_iw_max_std,log25_iw_mean_mean,log25_iw_mean_std
0.7507235968845609,0.01439900506400762,0.64782464554659,0.0,0.15063949840019147,0.08541653190243506,0.2027740152317405,0.09932515160851978,-0.026525115288930156,0.056972884532607446,-0.00706381589575554,0.06794641866457543,2.545092296600342,0.6267734944135755,-13221.9751953125,1978.126266415641
